Iteration	Posterior	Likelihood	Prior	sigma
0	3457.966	3868.096	-410.1296	0.0569658
100	3374.119	3790.311	-416.1918	0.05557621
200	3340.589	3752.596	-412.0066	0.05573464
300	3440.18	3850.395	-410.2154	0.05771233
400	3371.566	3781.762	-410.1963	0.05743902
500	3421.601	3831.251	-409.65	0.05564954
600	3427.18	3843.516	-416.3355	0.05016059
700	3461.21	3878.519	-417.3093	0.05089405
800	3420.774	3831.205	-410.4308	0.06114359
900	3398.554	3814.111	-415.5573	0.05023514
1000	3411.751	3824.741	-412.9899	0.05657158
