Iteration	Posterior	Likelihood	Prior	sigma
0	656.994	1068.556	-411.5621	0.1837279
100	1301.878	1720.828	-418.9499	0.1589091
200	1163.998	1575.286	-411.2886	0.1983708
300	320.4789	740.0747	-419.5957	0.2218616
400	552.2714	970.2064	-417.935	0.3270471
500	1038.337	1451.088	-412.7513	0.2253543
600	1348.364	1764.723	-416.3588	0.1952944
700	1283.757	1701.362	-417.6047	0.1346895
800	1556.213	1973.44	-417.2272	0.1593917
900	1089.268	1506.336	-417.0677	0.2395229
1000	1401.011	1812.879	-411.8682	0.1773311
