Iteration	Posterior	Likelihood	Prior	sigma
0	4311.445	4700.338	-388.8928	0.05840053
100	4305.111	4693.841	-388.7304	0.05800563
200	4297.759	4686.142	-388.3829	0.06002596
300	4303.168	4693.193	-390.0243	0.05776943
400	4289.924	4679.19	-389.2657	0.06062725
500	4315.11	4703.542	-388.4326	0.05923965
600	4303.24	4692.704	-389.4635	0.05925897
700	4302.584	4692.496	-389.9113	0.0574168
800	4313.004	4702.214	-389.2093	0.05949238
900	4297.309	4687.604	-390.2954	0.05636876
1000	4302.022	4690.594	-388.5718	0.05781992
