Iteration	Posterior	Likelihood	Prior	sigma
0	3195.814	3606.66	-410.8455	0.06858163
100	3235.406	3651.323	-415.9176	0.05709827
200	3318.659	3734.09	-415.4314	0.05751891
300	3419.283	3831.108	-411.8249	0.05653164
400	3381.401	3792.931	-411.5297	0.06025447
500	3332.835	3748.375	-415.5404	0.05707075
600	3297.376	3710.861	-413.4847	0.06050711
700	3317.459	3731.744	-414.2853	0.05503543
800	3360.903	3770.113	-409.21	0.06216811
900	3421.506	3833.823	-412.3177	0.0613698
1000	3275.888	3690.708	-414.8193	0.05609511
