Iteration	Posterior	Likelihood	Prior	sigma
0	2863.803	3281.048	-417.2441	0.06762935
100	2774.831	3187.778	-412.9469	0.07923367
200	2669.76	3085.371	-415.6105	0.08398866
300	2902.984	3316.009	-413.025	0.07124235
400	2768.526	3187.372	-418.8464	0.07126279
500	2892.605	3312.724	-420.1183	0.06714829
600	2807.107	3222.456	-415.3487	0.0776828
700	2797.956	3215.222	-417.2665	0.07052523
800	2831.341	3250.041	-418.7001	0.07369842
900	2842.033	3259.568	-417.5353	0.06828833
1000	2836.069	3253.271	-417.2027	0.06922487
