Iteration	Posterior	Likelihood	Prior	sigma
0	2094.824	2515.722	-420.8977	0.09215648
100	1994.918	2413.507	-418.5884	0.1130154
200	2161.16	2581.996	-420.8353	0.08614807
300	2114.979	2535.101	-420.1218	0.1008065
400	1847.636	2265.123	-417.4871	0.1086229
500	1972.427	2388.586	-416.1597	0.1111245
600	2101.049	2519.967	-418.9179	0.1018038
700	1997.816	2417.746	-419.9294	0.1006871
800	1945.223	2366.075	-420.8526	0.1101753
900	2145.318	2563.388	-418.0703	0.09707843
1000	2078.457	2500.268	-421.8114	0.09709116
