Iteration	Posterior	Likelihood	Prior	sigma
0	2524.724	2943.152	-418.4284	0.08202886
100	2549.062	2966.931	-417.8682	0.08119383
200	2424.955	2846.323	-421.3681	0.08599248
300	2251.678	2670.83	-419.1522	0.08426916
400	2495.999	2916.902	-420.9037	0.0764988
500	2341.897	2763.767	-421.8706	0.07963867
600	2365.714	2788.777	-423.0625	0.08424349
700	2257.897	2679.239	-421.3415	0.09498622
800	2445.805	2861.334	-415.5288	0.07974377
900	2548.302	2962.077	-413.7752	0.08853793
1000	2536.021	2950.658	-414.637	0.08001695
