Iteration	Posterior	Likelihood	Prior	sigma
0	2285.995	2707.287	-421.2913	0.07126338
100	1984.994	2401.854	-416.8598	0.1176111
200	2038.2	2459.784	-421.5844	0.1128024
300	2036.986	2451.257	-414.2702	0.1137458
400	2044.643	2463.451	-418.8078	0.1004511
500	2112.392	2531.52	-419.1273	0.09921548
600	2115.08	2536.316	-421.2354	0.09943581
700	2069.673	2489.508	-419.8356	0.09354846
800	2150.634	2570.081	-419.4471	0.09382852
900	2019.46	2439.211	-419.7512	0.09995159
1000	2234.961	2657.144	-422.1832	0.08992655
