Iteration	Posterior	Likelihood	Prior	sigma
0	949.3102	1360.718	-411.4073	0.1363497
100	-360.4734	54.67439	-415.1478	0.1295052
200	-4677.528	-4262.594	-414.9343	0.08438086
300	-4187.499	-3771.066	-416.4333	3.896882
400	-361.5518	51.83236	-413.3841	0.5656425
500	-2009.931	-1593.355	-416.5754	1.331454
600	1660.995	2078.619	-417.6239	0.10846
700	368.469	783.3379	-414.8689	0.3810091
800	-3480.447	-3061.984	-418.463	2.603544
900	-5167.115	-4753.338	-413.7769	6.535712
1000	-2919.552	-2500.99	-418.5614	1.950921
