Iteration	Posterior	Likelihood	Prior	sigma
0	-2783.317	-2361.475	-421.8416	1.757182
100	293.998	711.7682	-417.7702	0.3790972
200	-510.2531	-93.84475	-416.4083	0.599543
300	911.099	1330.825	-419.7258	0.1933508
400	1027.794	1445.73	-417.9361	0.2056972
500	-3438.22	-3016.23	-421.9899	2.4345
600	-5100.23	-4681.319	-418.9109	5.774527
700	-7986.676	-7573.412	-413.2638	25.21275
800	-1707.285	-1286.647	-420.6374	1.054538
900	-2160.032	-1741.931	-418.1012	1.350839
1000	-508.4567	-95.0619	-413.3947	0.6116051
