Iteration	Posterior	Likelihood	Prior	sigma
0	1500.749	1914.608	-413.8586	0.1659006
100	1394.292	1810.007	-415.7153	0.1283795
200	1529.872	1945.604	-415.7313	0.1288015
300	1839.194	2259.99	-420.7954	0.104522
400	1578.567	1992.568	-414.0008	0.1476414
500	1582.955	1999.578	-416.6232	0.1362522
600	1839.956	2259.906	-419.9501	0.136072
700	1501.322	1919.938	-418.6157	0.1664835
800	1452.005	1866.466	-414.4609	0.1957304
900	1830.197	2247.401	-417.2044	0.1122651
1000	1509.674	1922.932	-413.2588	0.1542142
