Iteration	Posterior	Likelihood	Prior	sigma
0	-996.3877	-579.6322	-416.7555	0.7787016
100	1001.854	1419.337	-417.4831	0.112892
200	418.6875	834.4421	-415.7546	0.3067777
300	482.7	897.6307	-414.9307	0.1144736
400	-4523.489	-4104.073	-419.4161	0.05663146
500	-457.8874	-44.0439	-413.8435	0.6018849
600	281.8246	698.2328	-416.4082	0.3151918
700	-1122.696	-706.0917	-416.6041	0.09750138
800	-1026.679	-615.0177	-411.661	0.8525644
900	880.8599	1298.141	-417.2816	0.07714979
1000	500.9505	918.4333	-417.4828	0.1647937
