rowname,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
FR_20_06_00_EBA-1,0.2889866495569688,-0.005614159352691839,-0.017204796559135083,0.04652103344369633,-0.03184794658920556,-0.01940016783761344,-0.024305635319732944,0.012936809251630921,0.011511258346344788,0.026912813578391384,0.006345226042814374,0.0022996816794190315,-0.00814955099840609,0.006789306223154711,0.007307117845680502,0.0017685041180736233
FR_20_07_00_EBA-1,0.15951443498682097,0.055674814537013374,0.028293493165370873,-0.020518624702972346,-0.010422331431862206,0.018896076940969415,0.00673238571448971,0.014355660763975323,-0.013707980822768806,0.011638775544606269,-2.1593579260278248e-4,0.012792195942955635,0.0038926974048216424,0.018701160265630606,0.013932725666984173,0.0068611042029498815
FR_20_08_00_EBA-1,0.09861848993194512,0.015432282713777348,0.007414893356666789,-0.039561597399993355,0.008077968502053492,0.023561905876005353,-0.002934980382923056,-0.016356501169042574,-0.009453703134057115,0.011540871898833986,-0.010022625048074404,0.005267963617833598,0.0068935662403706195,0.0033678641903112597,0.011407776721818527,-0.0012789392011371282
FR_20_09_00_EBA-1,0.11679906788493048,-0.012379554463855282,0.03862796990503799,-0.05203136384285589,0.007395751808386845,-0.012341232236028843,-0.016577106356179348,-0.012827473268538146,0.009076792492521675,0.010320216036628483,-0.015327484710546296,-0.008756970799036338,0.009172674779011727,0.006359391316528159,0.009366649087199133,3.7829646586913057e-4
FR_22_01_00_Bell-Beaker,-0.22170257999239448,0.22481138829190178,-0.053719257394852754,0.05763535976683754,0.015963270046058447,0.0074791129158549565,-0.001027786460565622,0.013095790778603985,0.04300953042000315,-0.011541628554168869,0.004514834249558825,0.019920784199335864,0.006176601127065273,-0.009850054297503534,-0.008940977237426472,-0.007488078124514671
FR_22_02_00_Bell-Beaker,-0.1480381850319215,0.2291812254568107,0.03616027183020924,0.019119346537371924,0.17809936972795284,-0.08782822023285125,0.08357500014647971,-0.0731046803583464,0.007197471930200705,-0.02861186892253524,0.06019164172762636,-0.013832525389636042,0.012131110526266906,-0.010564793311812674,0.00956898331993396,0.025826194098442567
FR_22_03_00_Bell-Beaker,-0.1804561872395093,0.19240189923336196,0.23192279587143722,-0.02032112471167177,-0.017130812201232817,0.055608306066516816,-0.12403031161564722,0.07259121513144567,-0.0020074945574950634,-0.009308268473979009,-0.006101688194289206,0.015191778895892016,8.143744516257375e-4,0.023050240875042562,-0.027611071185772128,-0.022059406627422472
FR_22_04_00_Bell-Beaker,0.10057290493816207,0.3026119566350058,0.03402097060520664,0.021455429879198545,-0.04766939728624721,-0.0627902354918516,-0.06478128543773025,0.0192513278965684,-0.02468102120356062,-0.014343419832645829,-0.009703829240701128,0.003670720661288978,0.009040026384838442,-0.036477736664337734,-0.006602463198590796,-0.009247339376643135
FR_26_02_01_EBA-1,0.17151964462188063,0.08704052141435006,-0.00855544919468921,0.0043790975747449055,0.03186346761735973,-0.03846675603961867,-0.001984299222399894,-0.016740389819767824,0.007512653201972928,0.022095794177419276,0.003998643636538357,-0.004191028501577296,0.0046494623951182975,0.008506883008290705,0.007228769070624871,-0.005603022291541896
FR_26_02_02_EBA-1,0.0934888389887572,0.09010383124377865,-0.013952958721307213,-0.037868216130076696,-0.02094609492236073,-0.013874565502643876,-0.032351841094882275,0.005995192257447313,0.022392660119980028,-0.0038947496198361306,0.008757237228509861,0.0017838945626188123,-6.865568650745841e-5,0.010513144770822118,0.005409860600988085,0.004404255188746763
FR_26_02_03_EBA-1,0.10165538850143842,0.017256892473679897,0.004049066665050263,-0.04917218156764116,-0.012035503846570919,0.021961116814613667,0.019171703058954544,0.01682703252973367,-0.011926072266754177,0.010275127791604468,2.1663541784393132e-4,0.007367016091447312,-9.853526294626943e-4,0.011529441515359489,0.003484245471372978,-0.005844516616881293
FR_26_02_04_EBA-1,-0.04649764603663294,0.016591504190089788,0.03405020937600135,-0.0634551588147842,0.010240051290039392,-0.0058714400217738105,0.023067063686872107,0.032325087986634686,0.020169517840088646,-0.002492536601153628,7.395129359096608e-4,-0.013217207774557805,-0.010243241711802143,0.0013393056562995664,-0.0056340919883134406,0.011849731586773066
FR_26_02_05_EBA-1,0.0361534875218231,0.13522045725622686,0.0791566494442449,-0.03606910529274794,-0.01556868686371999,0.019194589882267056,0.0017579492408102658,-0.019089407692274636,0.0014042612377025674,-0.010365521789741306,-0.04164156014466975,0.004672922601766572,0.02009560451193407,0.002607763946240152,0.0025817873065082683,0.014389238400238931
FR_26_02_06_EBA-1,0.15886323691002247,0.061138412900082144,-0.0992471631396855,-0.0055260459282387925,0.04141905031258355,-0.03797494740881387,-0.011593153246492578,-0.030448409539242226,0.016915472314983693,-0.004712743245133147,0.010377862878126864,0.019047766159760823,-0.0040703268323895574,-0.001203716190617051,0.003562671741362712,-0.005320910933535582
FR_26_02_07_EBA-1,0.08184794909700463,0.07599071506684998,-0.09057534578766623,-0.024321416414254952,-0.006913378423060599,-0.005289758612771767,0.0057209697934635035,0.016637762790972784,-0.0012984636265823296,-0.026883027917797904,0.01991153619566917,0.031412260821965285,0.003866912196970773,0.008658957507497692,0.004464840726087333,-0.01746362194922211
FR_26_02_08_EBA-1,0.036477033408142984,0.12544134489420244,0.022804829081367863,-0.04107683763104623,-0.011120885602807835,0.032856432502975506,0.017202699135206796,0.0217631053759129,0.008632999800310629,-0.011756226619927373,-0.01348067888296427,0.006763097299246907,0.024303051329846784,-0.004434038698790921,0.002514074316313229,0.012723118218015307
FR_26_01_00_EBA-1,0.11495180744424692,0.02266066114636787,-0.07938151646103124,-0.027222657329214788,-0.012354961980702791,-0.01826653360783689,-0.009908525580586348,0.004545905644890885,0.010954555475169696,-0.004694376831842882,0.02020283010776081,0.02077693591866127,-0.010915580758789328,0.016365648565467808,-0.0034529901351128176,-0.007117722370178577
FR_26_02_00_EBA-1,-0.028742964420078888,0.08519837342264054,0.05343425253895394,-0.0551962943596778,0.0509691112582663,0.00405297690410837,0.04612698337247321,0.013479104635441858,0.008610817876915177,-0.011570996439195708,-0.00829696671638123,-3.3999968090420656e-4,0.00663677593976519,0.005986031708096649,0.005165769676547728,0.005693532109917752
FR_26_03_00_EBA-1,0.11713219946261763,0.040944847946507656,0.030403774186656858,-0.03875730933402022,0.00728331788629218,0.01282337013361351,0.006063732861212521,-0.02143382631060277,-0.0048851221162528324,0.007727778905761663,-0.005646396797892417,7.166222411604137e-4,0.0034260574875451563,0.0025386063763759015,0.0038776261159765555,-0.0014890675627823064
FR_26_04_00_EBA-1,0.15989482733933505,0.04143056144075782,0.032118519052777246,-0.009503752373762853,0.002989135620488428,0.05603871203861182,-0.011017852784932305,-0.01922288953689758,-0.001352435938404147,0.008211315406209388,-1.003207403081176e-4,0.007517307982385101,0.005349247551557103,0.016474821824322083,0.004414974723819586,0.0074613149422335925
FR_26_06_00_EBA-1,0.10631445136168008,0.1707988335638947,0.02747529165410061,-0.00947415652804514,-0.011460565512440516,0.011251124011262409,-0.02903809061905837,0.0025189911591465297,0.018900962992563965,-0.008019434597732128,0.0027538846016772907,-0.0014106143794150113,0.015181443359015416,0.03593294161897442,-0.0038058830770223337,0.006433793493900735
FR_26_07_00_EBA-1,0.09555959212964357,0.14875632439774356,-0.04022059189240122,-0.01850559250789169,-0.029125367318721382,-0.06707753807691116,-0.052510772320431366,0.025658479676340717,8.405511861839678e-5,-0.007423620128245192,0.01299315700044399,-3.1549401124731546e-4,-0.009609010885161546,0.02301049300048376,0.005386757559177912,0.0021370373158393313
FR_29_01_00_EBA-3,-0.3317556536433672,-0.15475982653964995,0.00358767334252843,0.03783263332236565,-4.371215711337827e-5,-0.00219030583230355,-0.019774094330559655,0.02943095453657618,-0.032390923315382396,-0.01729482045264417,-0.041586106340562784,0.012369736826213923,0.005649517760539463,0.016476951303658748,0.01608372929496023,0.020290114625907355
FR_29_02_00_EBA-3,-0.29818682447357236,-0.17492031947091702,-0.041670811926064935,0.02572478864410931,-0.026766170206394085,0.0015042987549671386,-0.017403600768142884,0.0166493966109198,-0.03782789891582294,-0.036675517323094806,-0.030378514065265216,-0.014041927224984438,0.02388203894693753,0.007757008810816826,0.026637438587584664,0.029518940381341927
FR_29_03_00_EBA-3,-0.3031907567884535,-0.21883034352972924,-0.03956448731716163,0.018635126608275925,0.0343739124261203,-0.011013050436165309,-0.017295202002453224,-0.01090570598964953,-0.04398001534083164,-0.03996750954330765,-0.02761384580368111,-0.0020138768716375707,0.007596293569453277,0.016082566470352017,0.023192812627452382,0.02098800471400563
FR_29_04_00_EBA-3,-0.2958341268325999,-0.2120279398394454,-0.02844812380512104,0.010015389060425208,-0.04173762659154766,7.394275277455714e-4,-0.002056967708660188,-0.0037182732833666863,-0.04216584591238627,-0.04904419464062828,-0.030413165602486015,-0.007281848706637094,0.02564215471772376,0.012591381515352863,0.03422764309596685,0.01307723454654929
